Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0140255643383675,Transformer.tr(r:udt14622-udt14622lv),udt14622.3,75.0,1
1.182028621941249,Transformer.tr(r:udt5230-udt5230lv),udt5230.1,50.0,1
1.248194459580218,Transformer.tr(r:udt11952-udt11952lv),udt11952.3,50.0,1
1.275023462057132,Transformer.tr(r:udt5641-udt5641lv),udt5641.1,50.0,1
1.2850838473857318,Transformer.tr(r:udt15070-udt15070lv),udt15070.2,50.0,1
1.3178455208834783,Transformer.tr(r:udt16142-udt16142lv),udt16142.1,50.0,1
1.3214414876514617,Transformer.tr(r:udt5220-udt5220lv),udt5220.1,50.0,1
1.3277591653643723,Transformer.tr(r:udt16747-udt16747lv),udt16747.2,50.0,1
1.3363583244547599,Transformer.tr(r:udt18640-udt18640lv),udt18640.1,50.0,1
1.3390756596602076,Transformer.tr(r:udt13898-udt13898lv),udt13898.3,50.0,1
1.3415006640638933,Transformer.tr(r:udt2493-udt2493lv),udt2493.3,50.0,1
1.3451150568131292,Transformer.tr(r:udt2487-udt2487lv),udt2487.1,50.0,1
1.3454803832583526,Transformer.tr(r:udt12409-udt12409lv),udt12409.2,50.0,1
1.3470856134721112,Transformer.tr(r:udt3050-udt3050lv),udt3050.2,50.0,1
1.349565020288808,Transformer.tr(r:udt3227-udt3227lv),udt3227.2,50.0,1
1.3717536614010026,Transformer.tr(r:udt2496-udt2496lv),udt2496.1,50.0,1
1.430324476716128,Transformer.tr(r:udt13913-udt13913lv),udt13913.1,50.0,1
1.4361847561310275,Transformer.tr(r:udt13333-udt13333lv),udt13333.1,50.0,1
1.4889195198397298,Transformer.tr(r:udt16719-udt16719lv),udt16719.1,50.0,1
1.5941026022231257,Transformer.tr(r:udt14841-udt14841lv),udt14841.2,50.0,1
1.5983842082316362,Transformer.tr(r:udt5215-udt5215lv),udt5215.1,50.0,1
1.6078098027668912,Transformer.tr(r:udt17879-udt17879lv),udt17879.1,50.0,1
1.608392126143399,Transformer.tr(r:udt14231-udt14231lv),udt14231.3,50.0,1
1.9346199779107587,Transformer.tr(r:udt11064-udt11064lv),udt11064.1,75.0,1
2.3102194739179267,Transformer.tr(r:udt16708-udt16708lv),udt16708,100.0,3
2.749536230332532,Transformer.tr(r:udt12142-udt12142lv),udt12142.1,50.0,1
2.828702994320142,Transformer.tr(r:udt12570-udt12570lv),udt12570.3,25.0,1
2.83102693085018,Transformer.tr(r:udt18269-udt18269lv),udt18269.1,25.0,1
2.8348730729263596,Transformer.tr(r:udt5227-udt5227lv),udt5227.2,25.0,1
2.8361812599248393,Transformer.tr(r:udt5225-udt5225lv),udt5225.1,25.0,1
2.90591072702951,Transformer.tr(r:udt18986-udt18986lv),udt18986.3,25.0,1
2.908186729076797,Transformer.tr(r:udt12055-udt12055lv),udt12055.1,25.0,1
2.960396554219826,Transformer.tr(r:udt13367-udt13367lv),udt13367.1,25.0,1
2.9880905545185263,Transformer.tr(r:udt14572-udt14572lv),udt14572.3,25.0,1
3.0313912952118978,Transformer.tr(r:udt12868-udt12868lv),udt12868.2,50.0,1
3.0399488433144657,Transformer.tr(r:udt12985-udt12985lv),udt12985.2,25.0,1
3.059815390006205,Transformer.tr(r:udt5218-udt5218lv),udt5218.3,25.0,1
3.0734137639139005,Transformer.tr(r:udt13513-udt13513lv),udt13513.3,50.0,1
3.0829572436721016,Transformer.tr(r:udt5642-udt5642lv),udt5642.1,75.0,1
3.0927420975849853,Transformer.tr(r:udt12951-udt12951lv),udt12951.1,50.0,1
3.1367522636748384,Transformer.tr(r:udt10945-udt10945lv),udt10945.2,25.0,1
3.142776935765824,Transformer.tr(r:udt12243-udt12243lv),udt12243.3,50.0,1
3.1630764167802266,Transformer.tr(r:udt2544-udt2544lv),udt2544.3,50.0,1
3.2861421374705273,Transformer.tr(r:udt2489-udt2489lv),udt2489.1,50.0,1
3.4699982721124676,Transformer.tr(r:udt2497-udt2497lv),udt2497.2,25.0,1
3.998093888757367,Transformer.tr(r:udt10992-udt10992lv),udt10992.1,75.0,1
5.136757897934884,Transformer.tr(r:udt5229-udt5229lv),udt5229.1,75.0,1
6.210880111962821,Transformer.tr(r:udt5639-udt5639lv),udt5639.1,75.0,1
6.404565371268781,Transformer.tr(r:udt3052-udt3052lv),udt3052.2,25.0,1
6.944093052997376,Transformer.tr(r:udt3051-udt3051lv),udt3051.1,25.0,1
7.356843586020681,Transformer.tr(r:udt5643-udt5643lv),udt5643.1,50.0,1
