OpenDSS Value (p.u.),Bus
0.9748170397115958,p1ulv29197
0.9791863180713776,p1ulv16974
0.9800548875122952,udm29643
0.9804017305266384,p1ulv27484
0.9811702454945674,p1ulv34217
0.9823775777268313,p1ulv20574
0.9827921482428312,udm39545
0.982816743805222,udm39544
0.982906043738859,p1ulv23249
0.9831295405439884,udm29645
0.9840042518334022,p1ulv15795
0.9841090059527337,p1ulv32665
0.9842393482626244,p1ulv20169
0.984382072604342,udt11724lv
0.9847587057125549,p1ulv30756
0.9848879986213999,udm27043
0.9849620977525628,p1ulv25560
0.9849892219641178,p1ulv24060
0.9851109842056087,p1ulv24922
0.9851418003664394,p1ulv18682
0.9851450504896133,p1ulv24018
0.9852652593604591,p1ulv13687
0.9853576570737277,udm15163
0.9854502698882387,p1ulv15155
0.985498760492609,udm27044
0.9858149414826438,p1ulv15261
0.9859624340391047,p1ulv24923
0.9860219388278708,p1ulv20071
0.9861415972183452,p1ulv15796
0.986273432276292,udm35348
0.9863464103819278,udm31579
0.9863535994436903,udm23942
0.9864788911422271,p1ulv21791
0.9865577540823365,udm36336
0.9866018120017155,p1ulv8459
0.9866579750797899,udt8150lv
0.9866854316877344,udm27046
0.9867589256964054,udm23943
0.986850882973455,udm22542
0.9868583556016148,p1ulv35652
0.9868651595262001,p1ulv23120
0.9868880751298924,p1ulv32973
0.9868882428223009,p1ulv8462
0.98696387949418,p1ulv20620
0.9869763696773474,udm27042
0.986998845872527,p1ulv8461
0.987053435760417,udm31578
0.987088539439446,udm31577
0.9871582139367538,udm32953
0.9872264451162267,p1ulv8449
0.9873740795141066,p1ulv8477
0.9874310160571828,p1ulv24673
0.9874824738357328,udt7316lv
0.9874960126751385,udt10646lv
0.9875394692694051,p1ulv8448
0.9875584126252606,p1ulv8453
0.9875782439477541,udm36337
0.9876750091251117,p1ulv30891
0.9877277431382314,p1ulv17522
0.9877826265020626,p1ulv37362
0.9878782394642589,p1ulv8458
0.9879252317218529,udm15162
0.9879475247997862,udm14995
0.9879503901209523,p1ulv8481
0.9879704707582436,p1ulv7121
0.9879800001603173,p1ulv9872
0.98799956992377,udm12628
0.9880958308504861,udm14996
0.9881554707438989,udt3866lv
0.9881721514986276,p1ulv13165
0.9882800045382324,p1ulv13045
0.9882854851513112,udt10598lv
0.9883145225676376,p1ulv8460
0.9883308763516682,udt6393lv
0.988378735559986,udm26160
0.9885392132600939,udt5996lv
0.9885671870572778,udm35347
0.9885809208325433,p1ulv8457
0.9886545115040459,udm14993
0.9886724600320702,udm22541
0.9886806044683356,udt8864lv
0.9886955175812362,udm15012
0.988714302026744,p1ulv8452
0.9887695293660701,udm12630
0.9887879557369662,udm30248
0.9888462660599248,p1ulv8478
0.9888560904774641,p1ulv25954
0.9888920637358706,p1ulv30892
0.9889008740122995,udt4596lv
0.988932547863915,udm14981
0.98893594436341,udt9420lv
0.9889433572725952,p1ulv7122
0.9889924274222883,p1ulv8648
0.9890585733099018,udm14988
0.9890887572703817,p1ulv8454
0.9890914642577153,p1ulv13164
0.9891403561027287,udm14994
0.9891920427887326,p1ulv8484
0.9892427032845237,udm14989
0.9892444272438337,udm22543
0.9892668363087767,udt7026lv
0.9892705821924643,p1ulv34218
0.9892811139419568,p1ulv8649
0.9893179600041628,udm15016
0.9893198568835267,udt3867lv
0.9893235551052346,p1ulv25819
0.9893675008200883,p1ulv8479
0.9894010609918982,udm12631
0.9894486560800332,p1ulv8455
0.9894697224463695,p1ulv8456
0.9895384855644918,udm22544
0.9895555110312853,udt9532lv
0.9895651799353054,udt8386lv
0.9896109982869675,udt5997lv
0.9896192699407945,udm26157
0.9896923932851587,udm32952
0.9897249102370469,udm26158
0.9898234965330006,udm30249
0.9898800817901319,udm15013
0.9898802010426693,p1ulv25017
0.9899278476871427,udm33179
0.9899417173026157,p1ulv25559
0.989989096904861,udt3218lv
0.9900463206729129,udt3834lv
0.9902800670197367,udm12632
0.9902926059803954,p1ulv20427
0.9903556523909547,p1ulv24626
0.990400698314182,p1ulv8485
0.9904058493990953,udt3833lv
0.990421187641777,p1ulv14766
0.9904376350317187,udt7027lv
0.9904413582981906,p1ulv8480
0.9904436352695691,udm14987
0.9905113502738359,p1ulv8451
0.9906090669391456,p1ulv27485
0.9906131580372136,udm15010
0.9906499571987439,udt3831lv
0.9906631463180968,udm15011
0.9906762446137161,udm26159
0.9906778093606001,udm43965
0.9906970846655792,udt10194lv
0.990763313398816,p1ulv8475
0.9907890327039603,p1ulv30984
0.9908245391324019,p1ulv8476
0.990971724515246,p1ulv20711
0.9909893677655415,p1ulv20303
0.9910341722492504,udm12634
0.9911830671364528,p1ulv8482
0.9913967009602885,p1ulv14767
0.9914452798440718,udt3838lv
0.9914698817371552,udt3219lv
0.9915793571747895,udt13621lv
0.9916588621198518,udt7316
0.9916588624920232,udt7316-udt9532x
0.9916703196501132,udt7316-udt9532xx
0.9916703200203217,udt9532
0.9916703203962909,udt11724-udt9532xx
0.99168435419746,udt11724-udt9532x
0.991684354571065,udt11724
0.9916843553675079,udt11724-udt5996x
0.9917213129708315,udt11724-udt5996xx
0.9917213137643204,udt5996
0.9917213146803053,udt10646-udt5996xx
0.9917383371153344,udt10646-udt5996x
0.9917383380301373,udt10646
0.9917383390800887,udt10646-udt7026x
0.9917410888734138,p1ulv34120
0.9917578986981453,udt10646-udt7026xx
0.9917578997469134,udt7026
0.9917579007932534,udt3866-udt7026xx
0.991763244259823,udm14980
0.9918156007975909,udt3867
0.9918156008508405,udt3866-udt3867xx
0.9918187621085722,udt3866-udt7026x
0.9918187631017796,udt3866-udt3867x
0.9918187631512303,udt3866
0.9918187643524685,udt3866-udt8150x
0.9918772443856985,udm12633
0.9919407587744187,p1ulv7124
0.9919497278066147,udm43964
0.9919710370882843,udt9420
0.9919710371751054,udt8386-udt9420xx
0.9919717865316214,udt8386-udt9420x
0.9919717866178998,udt8386
0.9919717867738481,udt8150-udt8386xx
0.9919771390540495,udt3866-udt8150xx
0.9919771400931706,udt8150-udt8386x
0.991977140246951,udt8150
0.992080157726231,p1ulv15426
0.9921313945740552,p1ulv8435
0.9923361909646969,udt4596-udt8150x
0.9923558720211378,p1ulv20218
0.9923817211579791,p1ulv32666
0.9927326217066091,udt9399lv
0.9927993055750242,udm12636
0.9929399742608446,p1ulv18807
0.9930149679971755,udt7395lv
0.9934051237713543,udm31665
0.9937979200503113,udt8905lv
0.9938247898002937,udm31667
0.9938353839067904,p1ulv22308
0.9939916492019407,udt8998lv
0.9940869877423207,p1ulv19089
0.9949916382493533,udt3833
0.9949916386814711,udt3833-udt3834x
0.9950101684922601,udt3833-udt3834xx
0.9950101689216307,udt3834
0.9950101700306413,udt3218-udt3834xx
0.9950637511334213,udt3219
0.995063751421474,udt3218-udt3219xx
0.9950770939060835,udt3218-udt3834x
0.9950770947260917,udt3218-udt3219x
0.995077095011248,udt3218
0.9950770968410865,udt3218-udt3838x
0.9952143062897839,p1ulv23931
0.9952156174398961,udt3218-udt3838xx
0.995215619264929,udt3838
0.9952156216280109,udt11730-udt3838xxx
0.995245380647259,udt5997
0.9952453808878671,udt5997-udt8030x
0.9952560882262251,udt3656-udt8905x
0.9952560882348038,udt3656-udt8905xx
