Loading (p.u.),Name,Bus1,Bus2
1.0201927884155828,Line.l(r:udm23998-udt6412lv),udt6412lv.1.2,udm23998.1.2
1.081987638678487,Line.l(r:p1ulv18584-udt8824lv)ud1,udt8824lv.1.2.3,p1ulv18584.1.2.3
1.1511215621982451,Line.l(r:p1ulv13200-udt6028lv),udt6028lv.1.2,p1ulv13200.1.2
1.2883666009914945,Line.l(r:udm32077-udm32078),udm32078.1.2,udm32077.1.2
1.2883666398048763,Line.l(r:p1ulv19308-udm32077),udm32077.1.2,p1ulv19308.1.2
1.4630612245930488,Line.l(r:udm31456-udt8811lv),udt8811lv.1.2,udm31456.1.2
1.463061523110465,Line.l(r:p1ulv20647-udm31456),udm31456.1.2,p1ulv20647.1.2
1.4911345695191847,Line.l(r:p1ulv20696-udt9526lv),udt9526lv.1.2,p1ulv20696.1.2
1.4950348082316665,Line.l(r:p1ulv27623-udt11746lv),udt11746lv.1.2,p1ulv27623.1.2
1.5897999915727097,Line.l(r:udm32082-udt9074lv),udt9074lv.1.2,udm32082.1.2
1.5897999952479234,Line.l(r:p1ulv19315-udm32082),udm32082.1.2,p1ulv19315.1.2
1.721935178685975,Line.l(r:udm23557-udm23558),udm23558.1.2,udm23557.1.2
1.7219353746427686,Line.l(r:p1ulv13531-udm23557),udm23557.1.2,p1ulv13531.1.2
1.749603264827201,Line.l(r:udm29622-udt8144lv),udt8144lv.1.2,udm29622.1.2
1.7496033480001252,Line.l(r:p1ulv24612-udm29622),udm29622.1.2,p1ulv24612.1.2
1.7653031562103618,Line.l(r:p1ulv34108-udm32079),udm32079.1.2,p1ulv34108.1.2
1.9507011892049462,Line.l(r:udm32078-udm32079),udm32079.1.2,udm32078.1.2
2.0966847127778827,Line.l(r:udm23558-udt6278lv),udt6278lv.1.2,udm23558.1.2
2.424938234593641,Line.l(r:udm14219-udt3639lv),udt3639lv.1.2,udm14219.1.2
2.424938714739984,Line.l(r:p1ulv25537-udm14219),udm14219.1.2,p1ulv25537.1.2
2.4385649220140477,Line.l(r:p1ulv23496-udt10270lv),udt10270lv.1.2,p1ulv23496.1.2
2.7360225749995566,Line.l(r:p1ulv4775-udt2145lv),udt2145lv.1.2,p1ulv4775.1.2
2.8457878672581516,Line.l(r:p1ulv325-udt203lv),udt203lv.1.2,p1ulv325.1.2
2.865004579820867,Line.l(r:p1ulv13719-udm23998),udm23998.1.2,p1ulv13719.1.2
2.9323329240517255,Line.l(r:p1ulv15395-udt7379lv),udt7379lv.1.2,p1ulv15395.1.2
3.0065726634152785,Line.l(r:p1ulv4769-udt2145lv),udt2145lv.1.2,p1ulv4769.1.2
3.045257281895886,Line.l(r:p1ulv4774-udt2148lv),udt2148lv.1.2,p1ulv4774.1.2
3.152231803041272,Line.l(r:udm32079-udt9072lv),udt9072lv.1.2,udm32079.1.2
3.198208603403492,Line.l(r:p1ulv4768-udt2145lv),udt2145lv.1.2,p1ulv4768.1.2
3.2069073458501096,Line.l(r:p1ulv4778-udt2146lv),udt2146lv.1.2,p1ulv4778.1.2
3.222777042072642,Line.l(r:p1ulv4779-udt2145lv),udt2145lv.1.2,p1ulv4779.1.2
9.49171023533016,Line.l(r:p1ulv25325-udt10710lv),udt10710lv.1.2,p1ulv25325.1.2
