Loading (p.u.),Name,Bus1,Bus2
1.013763316317695,Line.l(r:udm45045-udt14232lv),udt14232lv.1.2,udm45045.1.2
1.020913458796083,Line.l(r:p1ulv38834-udm7059),udm7059.1.2,p1ulv38834.1.2
1.027518857884622,Line.l(r:udm33417-udt9597lv),udt9597lv.1.2,udm33417.1.2
1.043084938130545,Line.l(r:p1ulv50758-udt18989lv),udt18989lv.1.2,p1ulv50758.1.2
1.0450848295891078,Line.l(r:p1ulv40478-udt15978lv),udt15978lv.1.2,p1ulv40478.1.2
1.0692763768661826,Line.l(r:p1ulv41134-udt16143lv),udt16143lv.1.2,p1ulv41134.1.2
1.07889562994275,Line.l(r:p1ulv57699-udt20445lv),udt20445lv.1.2,p1ulv57699.1.2
1.079936093081182,Line.l(r:udm39829-udm39831),udm39831.1.2,udm39829.1.2
1.0799360964219167,Line.l(r:p1ulv27798-udm39829),udm39829.1.2,p1ulv27798.1.2
1.0827817260564783,Line.l(r:udm42245-udt12783lv),udt12783lv.1.2,udm42245.1.2
1.0827817319538062,Line.l(r:p1ulv39480-udm42245),udm42245.1.2,p1ulv39480.1.2
1.086328714274755,Line.l(r:udm19038-udm19042),udm19038.1.2,udm19042.1.2
1.1091280026730697,Line.l(r:udm19038-udt5057lv),udt5057lv.1.2,udm19038.1.2
1.1095990461659933,Line.l(r:udm44266-udt13791lv),udt13791lv.1.2,udm44266.1.2
1.1095991205556683,Line.l(r:p1ulv39492-udm44266),udm44266.1.2,p1ulv39492.1.2
1.1310618576899014,Line.l(r:p1ulv57523-udt20414lv),udt20414lv.1.2,p1ulv57523.1.2
1.138692320753544,Line.l(r:udm33415-udm33417),udm33417.1.2,udm33415.1.2
1.138692633136529,Line.l(r:p1ulv20975-udm33415),udm33415.1.2,p1ulv20975.1.2
1.1392469646898995,Line.l(r:udm55656-udt18440lv),udt18440lv.1.2,udm55656.1.2
1.1669903048682522,Line.l(r:udm59495-udt20525lv),udt20525lv.1.2,udm59495.1.2
1.1669904099021078,Line.l(r:p1ulv60275-udm59495),udm59495.1.2,p1ulv60275.1.2
1.1674340769668754,Line.l(r:udm13508-udt3415lv),udt3415lv.1.2,udm13508.1.2
1.1699071489090498,Line.l(r:udm13378-udt3395lv),udt3395lv.1.2,udm13378.1.2
1.1724408699138755,Line.l(r:udm40658-udt12150lv),udt12150lv.1.2,udm40658.1.2
1.1733860989223628,Line.l(r:p1ulv40918-udm39831),udm39831.1.2,p1ulv40918.1.2
1.173972332997755,Line.l(r:p1ulv40464-udt15968lv),udt15968lv.1.2,p1ulv40464.1.2
1.2930537324448186,Line.l(r:p1ulv51354-udt15894lv),udt15894lv.1.2,p1ulv51354.1.2
1.3130106363513798,Line.l(r:udm7069-udt1800lv),udt1800lv.1.2,udm7069.1.2
1.3130106839860836,Line.l(r:p1ulv26944-udm7069),udm7069.1.2,p1ulv26944.1.2
1.3481875899161064,Line.l(r:p1ulv36933-udt14740lv),udt14740lv.1.2,p1ulv36933.1.2
1.362411849834458,Line.l(r:udm38149-udm38151),udm38149.1.2,udm38151.1.2
1.3852396947300119,Line.l(r:p1ulv31565-udm19042),udm19042.1.2,p1ulv31565.1.2
1.4003044171449996,Line.l(r:p1ulv16473-udt7913lv),udt7913lv.1.2,p1ulv16473.1.2
1.4286408649302353,Line.l(r:p1ulv29968-udt12783lv),udt12783lv.1.2,p1ulv29968.1.2
1.4330587546328855,Line.l(r:p1ulv46184-udt17877lv),udt17877lv.1.2,p1ulv46184.1.2
1.4517995080425274,Line.l(r:udm45041-udm45045),udm45045.1.2,udm45041.1.2
